uniprot	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches	CBM2
A0A9R0UA98	unreviewed	chitinase	713604	Amycolatopsis mediterranei (strain S699)	737	IPR001919	9..119	9-119
A0A9R0UAE4	unreviewed	CBM2 domain-containing protein	713604	Amycolatopsis mediterranei (strain S699)	919	IPR001919	809..919	809-919
A0A9R0UAH8	unreviewed	CBM2 domain-containing protein	713604	Amycolatopsis mediterranei (strain S699)	972	IPR001919	31..139	31-139
A0A9R0UAI8	unreviewed	Glucanase	713604	Amycolatopsis mediterranei (strain S699)	591	IPR001919	21..129	21-129
A0A9R0UAY3	unreviewed	CBM2 domain-containing protein	713604	Amycolatopsis mediterranei (strain S699)	143	IPR001919	33..143	33-143
A0A9R0UD35	unreviewed	Endoglucanase	713604	Amycolatopsis mediterranei (strain S699)	722	IPR001919	618..722	618-722
A0A9R0UDD0	unreviewed	Endoglucanase	713604	Amycolatopsis mediterranei (strain S699)	499	IPR001919	26..135	26-135
A0A9U8E198	unreviewed	CBM2 domain-containing protein	6526	Biomphalaria glabrata	498	IPR001919	20..114	20-114
A0A9U8E2V3	unreviewed	Endoglucanase	6526	Biomphalaria glabrata	727	IPR001919	23..119	23-119
A0A9U8EMK2	unreviewed	Endoglucanase	6526	Biomphalaria glabrata	577	IPR001919	18..110	18-110
A0A9W2ZXS2	unreviewed	Endoglucanase	6526	Biomphalaria glabrata	733	IPR001919	21..109	21-109
A0A9W2ZY08	unreviewed	Endoglucanase	6526	Biomphalaria glabrata	753	IPR001919	21..109	21-109
A0A9W3B5Y4	unreviewed	CBM2 domain-containing protein	6526	Biomphalaria glabrata	502	IPR001919	22..106	22-106
A0A9W3B878	unreviewed	CBM2 domain-containing protein	6526	Biomphalaria glabrata	508	IPR001919	24..118	24-118
A0A9W3B886	unreviewed	CBM2 domain-containing protein	6526	Biomphalaria glabrata	495	IPR001919	24..118	24-118
A0A9W3JL39	unreviewed	chitinase	1218175	Bacillus thuringiensis HD-771	674	IPR001919	572..674	572-674
A0A9W3KBA2	unreviewed	chitinase	529122	Bacillus thuringiensis YBT-1518	674	IPR001919	572..674	572-674
A0A9W3KQ89	unreviewed	chitinase	1330043	Bacillus bombysepticus str. Wang	674	IPR001919	572..674	572-674
A0A9W3P6R9	unreviewed	chitinase	1217737	Bacillus thuringiensis HD-789	674	IPR001919	572..674	572-674
A0A9W3V9Z3	unreviewed	chitinase	1428	Bacillus thuringiensis	674	IPR001919	572..674	572-674
A0A9W3WYF6	unreviewed	chitinase	1428	Bacillus thuringiensis	674	IPR001919	572..674	572-674
A0A9W3X6U8	unreviewed	chitinase	1423143	Bacillus thuringiensis Bt18247	674	IPR001919	572..674	572-674
A0A9W4AGK5	unreviewed	chitinase	1442	Bacillus thuringiensis subsp. tolworthi	674	IPR001919	572..674	572-674
A0A9W4DGA7	unreviewed	Endoglucanase	887465	Actinacidiphila cocklensis	889	IPR001919	779..888	779-888
A0A9W4DK34	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	389	IPR001919	290..389	290-389
A0A9W4DLE8	unreviewed	beta-glucosidase	887465	Actinacidiphila cocklensis	751	IPR001919	648..751	648-751
A0A9W4DMW3	unreviewed	Endoglucanase	887465	Actinacidiphila cocklensis	887	IPR001919	779..887	779-887
A0A9W4DQM8	unreviewed	Glucuronoarabinoxylan endo-1,4-beta-xylanase	887465	Actinacidiphila cocklensis	644	IPR001919	534..644	534-644
A0A9W4DRC2	unreviewed	Endo-1,4-beta-xylanase	887465	Actinacidiphila cocklensis	355	IPR001919	263..355	263-355
A0A9W4DRM1	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	672	IPR001919	33..142	33-142
A0A9W4DST2	unreviewed	Sugar hydrolase	887465	Actinacidiphila cocklensis	478	IPR001919	34..144	34-144
A0A9W4DSX8	unreviewed	Endoglucanase	887465	Actinacidiphila cocklensis	583	IPR001919	473..583	473-583
A0A9W4DTH2	unreviewed	non-reducing end alpha-L-arabinofuranosidase	887465	Actinacidiphila cocklensis	489	IPR001919	33..142	33-142
A0A9W4DUB2	unreviewed	Glucanase	887465	Actinacidiphila cocklensis	497	IPR001919	388..497	388-497
A0A9W4DX11	unreviewed	Polysaccharide deacetylase	887465	Actinacidiphila cocklensis	348	IPR001919	256..348	256-348
A0A9W4DXK5	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	515	IPR001919	404..513	404-513
A0A9W4DY19	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	443	IPR001919	342..443	342-443
A0A9W4DYP9	unreviewed	Endoglucanase	887465	Actinacidiphila cocklensis	794	IPR001919	663..772	663-772
A0A9W4DZF1	unreviewed	Endo-1,4-beta-xylanase	887465	Actinacidiphila cocklensis	359	IPR001919	255..359	255-359
A0A9W4E050	unreviewed	Glucanase	887465	Actinacidiphila cocklensis	594	IPR001919	34..142	34-142
A0A9W4E0W3	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	400	IPR001919	301..400	301-400
A0A9W4E192	unreviewed	chitinase	1436133	Actinacidiphila bryophytorum	777	IPR001919	45..155	45-155
A0A9W4E1C5	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	396	IPR001919	290..396	290-396
A0A9W4E236	unreviewed	Endoglucanase	1436133	Actinacidiphila bryophytorum	888	IPR001919	778..887	778-887
A0A9W4E2I2	unreviewed	Endo-1,4-beta-xylanase	1436133	Actinacidiphila bryophytorum	354	IPR001919	262..354	262-354
A0A9W4E4G7	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	400	IPR001919	293..400	293-400
A0A9W4E4S0	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	461	IPR001919	357..460	357-460
A0A9W4E4Y9	unreviewed	Beta-xylanase	1436133	Actinacidiphila bryophytorum	485	IPR001919	383..485	383-485
A0A9W4E6X8	unreviewed	Sugar hydrolase	1436133	Actinacidiphila bryophytorum	481	IPR001919	34..144	34-144
A0A9W4E7R5	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	560	IPR001919	450..560	450-560
A0A9W4E8N3	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	535	IPR001919	425..535	425-535
A0A9W4E925	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	557	IPR001919	449..557	449-557
A0A9W4E9N5	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	919	IPR001919	809..919	809-919
A0A9W4E9P4	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	390	IPR001919	283..390	283-390
A0A9W4EAR2	unreviewed	Alpha-L-arabinofuranosidase	887465	Actinacidiphila cocklensis	695	IPR001919	581..695	581-695
A0A9W4GNL8	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	396	IPR001919	290..396	290-396
A0A9W4GP64	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	765	IPR001919	37..148	37-148
A0A9W4GQD8	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	976	IPR001919	37..146	37-146
A0A9W4GR40	unreviewed	Endoglucanase	887465	Actinacidiphila cocklensis	513	IPR001919	32..141	32-141
A0A9W4GRH7	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	411	IPR001919	33..141	33-141
A0A9W4GTJ7	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	534	IPR001919	425..534	425-534
A0A9W4GU37	unreviewed	Beta-xylanase	887465	Actinacidiphila cocklensis	501	IPR001919	397..501	397-501
A0A9W4GUN0	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	482	IPR001919	378..482	378-482
A0A9W4GVC8	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	457	IPR001919	353..456	353-456
A0A9W4GVJ3	unreviewed	CBM2 domain-containing protein	887465	Actinacidiphila cocklensis	389	IPR001919	282..389	282-389
A0A9W4GW81	unreviewed	Endoglucanase	887465	Actinacidiphila cocklensis	575	IPR001919	471..575	471-575
A0A9W4GWZ2	unreviewed	Esterase	1436133	Actinacidiphila bryophytorum	515	IPR001919	411..515	411-515
A0A9W4GXH7	unreviewed	beta-glucosidase	1436133	Actinacidiphila bryophytorum	760	IPR001919	657..760	657-760
A0A9W4GXX5	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	976	IPR001919	37..146	37-146
A0A9W4GY41	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	432	IPR001919	331..432	331-432
A0A9W4GYD4	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	393	IPR001919	286..393	286-393
A0A9W4GYV1	unreviewed	Endoglucanase	1436133	Actinacidiphila bryophytorum	514	IPR001919	32..141	32-141
A0A9W4GZH2	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	672	IPR001919	33..142	33-142
A0A9W4GZI9	unreviewed	Endoglucanase	1436133	Actinacidiphila bryophytorum	502	IPR001919	30..140	30-140
A0A9W4H0H8	unreviewed	Glucanase	1436133	Actinacidiphila bryophytorum	594	IPR001919	34..142	34-142
A0A9W4H1G1	unreviewed	Beta-xylanase	1436133	Actinacidiphila bryophytorum	496	IPR001919	389..496	389-496
A0A9W4H2Z2	unreviewed	Endoglucanase	1436133	Actinacidiphila bryophytorum	790	IPR001919	663..772	663-772
A0A9W4H362	unreviewed	Alpha-L-arabinofuranosidase	1436133	Actinacidiphila bryophytorum	696	IPR001919	583..696	583-696
A0A9W4H365	unreviewed	Glucuronoarabinoxylan endo-1,4-beta-xylanase	1436133	Actinacidiphila bryophytorum	642	IPR001919	532..642	532-642
A0A9W4H380	unreviewed	Glucanase	1436133	Actinacidiphila bryophytorum	490	IPR001919	381..490	381-490
A0A9W4H3A9	unreviewed	non-reducing end alpha-L-arabinofuranosidase	1436133	Actinacidiphila bryophytorum	468	IPR001919	33..142	33-142
A0A9W4H3D5	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	757	IPR001919	37..148	37-148
A0A9W4H4F3	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	515	IPR001919	404..513	404-513
A0A9W4H4G6	unreviewed	Polysaccharide deacetylase	1436133	Actinacidiphila bryophytorum	351	IPR001919	259..351	259-351
A0A9W4H5P0	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	614	IPR001919	37..146	37-146
A0A9W4H7C8	unreviewed	Endoglucanase	1436133	Actinacidiphila bryophytorum	882	IPR001919	774..882	774-882
A0A9W4H7M3	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	913	IPR001919	803..913	803-913
A0A9W4ME85	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	573	IPR001919	36..136	36-136
A0A9W4MFM4	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	493	IPR001919	389..493	389-493
A0A9W4MG30	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	411	IPR001919	33..141	33-141
A0A9W4MGE9	unreviewed	Endoglucanase	1436133	Actinacidiphila bryophytorum	569	IPR001919	465..569	465-569
A0A9W4MI58	unreviewed	CBM2 domain-containing protein	1436133	Actinacidiphila bryophytorum	577	IPR001919	474..577	474-577
A0A9W4MJR0	unreviewed	Beta-xylanase	1436133	Actinacidiphila bryophytorum	509	IPR001919	405..509	405-509
A0A9W4MKE4	unreviewed	Endo-1,4-beta-xylanase	1436133	Actinacidiphila bryophytorum	368	IPR001919	264..368	264-368
A0A9W5EAP7	unreviewed	chitinase	1301086	Bacillus sp. GeD10	674	IPR001919	572..674	572-674
A0A9W5JFG5	unreviewed	chitinase	718223	Bacillus cereus VD022	674	IPR001919	572..674	572-674
A0A9W5KSR7	unreviewed	chitinase	1053238	Bacillus cereus VD154	674	IPR001919	572..674	572-674
A0A9W5NT40	unreviewed	chitinase	1053223	Bacillus cereus (strain VD014)	674	IPR001919	572..674	572-674
A0A9W5PNE1	unreviewed	chitinase	1053233	Bacillus cereus VD133	674	IPR001919	572..674	572-674
A0A9W5Q3D4	unreviewed	chitinase	1053243	Bacillus cereus VD196	674	IPR001919	572..674	572-674
A0A9W5QLK3	unreviewed	chitinase	1053215	Bacillus cereus ISP2954	674	IPR001919	572..674	572-674
A0A9W5RBH2	unreviewed	chitinase	1053242	Bacillus cereus VD184	674	IPR001919	572..674	572-674
A0A9W5UL55	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	566	IPR001919	466..566	466-566
A0A9W5UL86	unreviewed	Alpha-L-arabinofuranosidase	547162	Micromonospora sediminimaris	702	IPR001919	591..702	591-702
A0A9W5UL89	unreviewed	Beta-xylanase	547162	Micromonospora sediminimaris	447	IPR001919	347..447	347-447
A0A9W5UM13	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	388	IPR001919	28..137	28-137
A0A9W5UM53	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	746	IPR001919	30..139	30-139
A0A9W5UMD0	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	442	IPR001919	333..442	333-442
A0A9W5UMS3	unreviewed	Beta-xylanase	547162	Micromonospora sediminimaris	456	IPR001919	361..456	361-456
A0A9W5UN93	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	261	IPR001919	158..261	158-261
A0A9W5UNC6	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	448	IPR001919	339..448	339-448
A0A9W5UNQ7	unreviewed	cellulase	547162	Micromonospora sediminimaris	658	IPR001919	556..658	556-658
A0A9W5UP41	unreviewed	non-specific serine/threonine protein kinase	547162	Micromonospora sediminimaris	549	IPR001919	365..475	365-475
A0A9W5UPC2	unreviewed	chitinase	547162	Micromonospora sediminimaris	542	IPR001919	26..134	26-134
A0A9W5UQC4	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	592	IPR001919	485..592	485-592
A0A9W5UQR3	unreviewed	Beta-xylanase	547162	Micromonospora sediminimaris	485	IPR001919	384..485	384-485
A0A9W5URX7	unreviewed	Glucanase	547162	Micromonospora sediminimaris	460	IPR001919	353..460	353-460
A0A9W5US17	unreviewed	Endoglucanase	547162	Micromonospora sediminimaris	869	IPR001919	756..869	756-869
A0A9W5USU8	unreviewed	Endoglucanase	547162	Micromonospora sediminimaris	480	IPR001919	33..142	33-142
A0A9W5UTG0	unreviewed	Beta-xylanase	547162	Micromonospora sediminimaris	478	IPR001919	378..478	378-478
A0A9W5UTK1	unreviewed	cellulase	547162	Micromonospora sediminimaris	704	IPR001919	36..145	36-145
A0A9W5UU53	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	966	IPR001919	29..137	29-137
A0A9W5UW27	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	332	IPR001919	229..332	229-332
A0A9W5UWK0	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	407	IPR001919	306..407	306-407
A0A9W5UWP6	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	371	IPR001919	269..371	269-371
A0A9W5UWX1	unreviewed	Endoglucanase	547162	Micromonospora sediminimaris	981	IPR001919	871..981	871-981
A0A9W5UX10	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	225	IPR001919	121..222	121-222
A0A9W5UXF0	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	230	IPR001919	129..227	129-227
A0A9W5UXJ2	unreviewed	Endoglucanase	547162	Micromonospora sediminimaris	467	IPR001919	364..467	364-467
A0A9W5UY95	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	605	IPR001919	502..605	502-605
A0A9W5VP12	unreviewed	chitinase	1053211	Bacillus cereus HuB4-4	674	IPR001919	572..674	572-674
A0A9W5X227	unreviewed	cellulase	1882220	Mycobacterium sp. PO2	2130	IPR001919	1422..1529	1422-1529
A0A9W5XHN5	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	704	IPR001919	601..704	601-704
A0A9W5XIW1	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	454	IPR001919	345..454	345-454
A0A9W5XJ39	unreviewed	non-specific serine/threonine protein kinase	547162	Micromonospora sediminimaris	595	IPR001919	332..440	332-440
A0A9W5XJR2	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	374	IPR001919	265..374	265-374
A0A9W5XKU1	unreviewed	chitinase	547162	Micromonospora sediminimaris	448	IPR001919	12..119	12-119
A0A9W5XKU7	unreviewed	CBM2 domain-containing protein	547162	Micromonospora sediminimaris	513	IPR001919	405..513	405-513
A0A9W5XLG0	unreviewed	Glucanase	547162	Micromonospora sediminimaris	602	IPR001919	34..143	34-143
A0A9W6G3M2	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	379	IPR001919	275..379	275-379
A0A9W6G484	unreviewed	Endoglucanase	256037	Glycomyces algeriensis	440	IPR001919	338..440	338-440
A0A9W6G5D8	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	870	IPR001919	39..148	39-148
A0A9W6G5E4	unreviewed	cellulase	256037	Glycomyces algeriensis	681	IPR001919	34..143	34-143
A0A9W6G684	unreviewed	cellulase	256037	Glycomyces algeriensis	687	IPR001919	24..133	24-133
A0A9W6G7K2	unreviewed	Glucanase	256037	Glycomyces algeriensis	572	IPR001919	16..123	16-123
A0A9W6G9P8	unreviewed	Endo-1,4-beta-xylanase	256037	Glycomyces algeriensis	327	IPR001919	237..327	237-327
A0A9W6GAS9	unreviewed	cellulase	256037	Glycomyces algeriensis	688	IPR001919	33..142	33-142
A0A9W6GAU4	unreviewed	non-reducing end alpha-L-arabinofuranosidase	256037	Glycomyces algeriensis	484	IPR001919	382..484	382-484
A0A9W6GBS0	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	414	IPR001919	34..144	34-144
A0A9W6GBY5	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	364	IPR001919	31..138	31-138
A0A9W6GC43	unreviewed	Endoglucanase	256037	Glycomyces algeriensis	499	IPR001919	28..138	28-138
A0A9W6GCA3	unreviewed	Glucanase	256037	Glycomyces algeriensis	454	IPR001919	356..454	356-454
A0A9W6GCD5	unreviewed	Endoglucanase	256037	Glycomyces algeriensis	861	IPR001919	755..861	755-861
A0A9W6GCM3	unreviewed	Beta-xylanase	256037	Glycomyces algeriensis	473	IPR001919	369..473	369-473
A0A9W6GCT3	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	564	IPR001919	32..141	32-141
A0A9W6GD79	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	204	IPR001919	110..201	110-201
A0A9W6HPJ3	unreviewed	Endoglucanase	36806	Microbacterium dextranolyticum	537	IPR001919	435..537	435-537
A0A9W6HWW0	unreviewed	Chitinase	47481	Streptosporangium carneum	603	IPR001919	22..130	22-130
A0A9W6HWZ2	unreviewed	chitinase	47481	Streptosporangium carneum	619	IPR001919	30..140	30-140
A0A9W6HY73	unreviewed	Glycoside hydrolase	47481	Streptosporangium carneum	1092	IPR001919	19..129	19-129
A0A9W6HY77	unreviewed	Sugar hydrolase	47481	Streptosporangium carneum	461	IPR001919	27..134	27-134
A0A9W6I4H8	unreviewed	CBM2 domain-containing protein	47481	Streptosporangium carneum	384	IPR001919	274..384	274-384
A0A9W6I999	unreviewed	chitinase	47481	Streptosporangium carneum	855	IPR001919	30..237	30-237
A0A9W6KAC8	unreviewed	Endoglucanase	53360	Dactylosporangium matsuzakiense	472	IPR001919	364..472	364-472
A0A9W6KAJ8	unreviewed	Endoglucanase	53360	Dactylosporangium matsuzakiense	498	IPR001919	27..135	27-135
A0A9W6KBY8	unreviewed	Beta-xylanase	53360	Dactylosporangium matsuzakiense	462	IPR001919	368..462	368-462
A0A9W6KD45	unreviewed	Non-specific serine/threonine protein kinase	53360	Dactylosporangium matsuzakiense	478	IPR001919	350..454	350-454
A0A9W6KD94	unreviewed	Mannan endo-1,4-beta-mannosidase	53360	Dactylosporangium matsuzakiense	601	IPR001919	499..601	499-601
A0A9W6KDI0	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	392	IPR001919	287..392	287-392
A0A9W6KE51	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	161	IPR001919	56..161	56-161
A0A9W6KEC9	unreviewed	F5/8 type C domain-containing protein	53360	Dactylosporangium matsuzakiense	580	IPR001919	21..132	21-132
A0A9W6KFK3	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	379	IPR001919	27..136	27-136
A0A9W6KGA5	unreviewed	Alpha-L-arabinofuranosidase	53360	Dactylosporangium matsuzakiense	685	IPR001919	574..685	574-685
A0A9W6KGC6	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	135	IPR001919	22..133	22-133
A0A9W6KGS4	unreviewed	beta-glucosidase	53360	Dactylosporangium matsuzakiense	806	IPR001919	697..806	697-806
A0A9W6KGU3	unreviewed	Glucanase	53360	Dactylosporangium matsuzakiense	532	IPR001919	22..131	22-131
A0A9W6KGV6	unreviewed	histidine kinase	53360	Dactylosporangium matsuzakiense	433	IPR001919	314..433	314-433
A0A9W6KH56	unreviewed	Fibronectin type III domain protein	53360	Dactylosporangium matsuzakiense	372	IPR001919	263..372	263-372
A0A9W6KHF5	unreviewed	Endoglucanase	53360	Dactylosporangium matsuzakiense	937	IPR001919	832..937	832-937
A0A9W6KHS2	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	441	IPR001919	328..439	328-439
A0A9W6KHW9	unreviewed	Polysaccharide deacetylase	53360	Dactylosporangium matsuzakiense	361	IPR001919	259..361	259-361
A0A9W6KHY1	unreviewed	Endoglucanase	53360	Dactylosporangium matsuzakiense	848	IPR001919	747..848	747-848
A0A9W6KI96	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	402	IPR001919	27..136	27-136
A0A9W6KJ15	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	471	IPR001919	362..471	362-471
A0A9W6KKX9	unreviewed	Glucanase	53360	Dactylosporangium matsuzakiense	466	IPR001919	365..466	365-466
A0A9W6KMI8	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	493	IPR001919	30..139	30-139
A0A9W6KNG9	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	516	IPR001919	30..139	30-139
A0A9W6KNW8	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	615	IPR001919	15..125	15-125
A0A9W6KNZ1	unreviewed	endo-1,4-beta-xylanase	53360	Dactylosporangium matsuzakiense	249	IPR001919	153..249	153-249
A0A9W6KP47	unreviewed	Endoglucanase	53360	Dactylosporangium matsuzakiense	495	IPR001919	34..143	34-143
A0A9W6KPD1	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	354	IPR001919	42..144	42-144
A0A9W6KQ19	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	594	IPR001919	32..142	32-142
A0A9W6KQK9	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	557	IPR001919	448..557	448-557
A0A9W6KS57	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	438	IPR001919	334..438	334-438
A0A9W6KS89	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	70	IPR001919	1..70	1-70
A0A9W6KT04	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	908	IPR001919	796..908	796-908
A0A9W6KTA7	unreviewed	Endoglucanase	53360	Dactylosporangium matsuzakiense	539	IPR001919	434..539	434-539
A0A9W6KTI5	unreviewed	Endoglucanase	53360	Dactylosporangium matsuzakiense	535	IPR001919	428..535	428-535
A0A9W6KU46	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	101	IPR001919	1..101	1-101
A0A9W6KU57	unreviewed	endo-1,4-beta-xylanase	53360	Dactylosporangium matsuzakiense	418	IPR001919	320..418	320-418
A0A9W6KU70	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	681	IPR001919	33..142	33-142
A0A9W6KUB5	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	479	IPR001919	28..137	28-137
A0A9W6KUI4	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	366	IPR001919	267..366	267-366
A0A9W6KUU1	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	813	IPR001919	716..813	716-813
A0A9W6KV63	unreviewed	Alpha-L-arabinofuranosidase	53360	Dactylosporangium matsuzakiense	709	IPR001919	592..706	592-706
A0A9W6KVC8	unreviewed	Endoglucanase	53360	Dactylosporangium matsuzakiense	533	IPR001919	426..533	426-533
A0A9W6KVG8	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	614	IPR001919	503..612	503-612
A0A9W6KVT6	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	575	IPR001919	471..575	471-575
A0A9W6KW18	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	451	IPR001919	342..451	342-451
A0A9W6KWB0	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	338	IPR001919	30..139	30-139
A0A9W6KWZ7	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	861	IPR001919	28..137	28-137
A0A9W6KY57	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	427	IPR001919	31..140	31-140
A0A9W6KZK5	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	386	IPR001919	280..386	280-386
A0A9W6LF56	unreviewed	Endoglucanase	256037	Glycomyces algeriensis	462	IPR001919	32..140	32-140
A0A9W6LG29	unreviewed	Fibronectin type 3 domain-containing protein	256037	Glycomyces algeriensis	1240	IPR001919	1132..1240	1132-1240
A0A9W6LHE5	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	389	IPR001919	30..139	30-139
A0A9W6LI82	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	356	IPR001919	253..356	253-356
A0A9W6LI98	unreviewed	Endoglucanase	256037	Glycomyces algeriensis	472	IPR001919	370..472	370-472
A0A9W6LIK2	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	570	IPR001919	468..570	468-570
A0A9W6LIP5	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	380	IPR001919	278..380	278-380
A0A9W6LJ13	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	220	IPR001919	125..216	125-216
A0A9W6LJ23	unreviewed	CBM2 domain-containing protein	256037	Glycomyces algeriensis	437	IPR001919	334..437	334-437
A0A9W6LNI4	unreviewed	CBM2 domain-containing protein	1123000	Propionigenium maris DSM 9537	606	IPR001919	186..296	186-296
A0A9W6MFW4	unreviewed	chitinase	47481	Streptosporangium carneum	530	IPR001919	3..111	3-111
A0A9W6MZY5	unreviewed	cellulase	518825	Ancylobacter dichloromethanicus	1595	IPR001919	549..656,1380..1487,1503..1595	549-656+1380-1487+1503-1595
A0A9W6NB60	unreviewed	cellulase	1282440	Ancylobacter defluvii	1631	IPR001919	570..677,1401..1508	570-677+1401-1508
A0A9W6NIU0	unreviewed	CBM2 domain-containing protein	53360	Dactylosporangium matsuzakiense	367	IPR001919	264..367	264-367
